,size,total_sqft,bath,price,site_location,bhk
9484,2 BHK,1187.0,2.0,45.0,Somwar Peth,2
9485,2 BHK,1132.0,2.0,42.0,Somwar Peth,2
9486,3 BHK,2167.0,3.0,170.0,Somwar Peth,3
9487,2 BHK,1418.0,2.0,104.0,Somwar Peth,2
9488,2 BHK,883.0,2.0,45.0,Somwar Peth,2
9489,2 Bedroom,1500.0,3.0,65.0,Somwar Peth,2
9490,2 BHK,1247.0,2.0,53.0,Somwar Peth,2
9491,2 BHK,1470.0,2.0,61.74,Somwar Peth,2
9492,1 BHK,923.0,1.0,60.84,Somwar Peth,1
9493,4 Bedroom,4428.0,4.0,255.0,Somwar Peth,4
9494,2 BHK,1150.0,2.0,75.0,Somwar Peth,2
9495,2 BHK,1104.0,2.0,39.0,Somwar Peth,2
9496,2 BHK,936.0,2.0,43.0,Somwar Peth,2
9497,2 BHK,1100.0,2.0,48.0,Somwar Peth,2
9498,2 BHK,1100.0,2.0,45.0,Somwar Peth,2
9500,2 BHK,1037.0,2.0,36.28,Somwar Peth,2
9501,3 BHK,1550.0,3.0,74.5,Somwar Peth,3
9503,2 BHK,919.0,2.0,28.0,Somwar Peth,2
9504,3 BHK,1402.0,2.0,85.0,Somwar Peth,3
9505,2 BHK,1089.0,2.0,32.67,Somwar Peth,2
9506,3 BHK,1450.0,3.0,68.0,Somwar Peth,3
9507,4 BHK,4260.0,4.0,272.0,Somwar Peth,4
9508,2 BHK,1060.0,2.0,40.0,Somwar Peth,2
9510,2 BHK,1016.0,2.0,45.9,Somwar Peth,2
9511,2 BHK,1020.0,2.0,55.0,Somwar Peth,2
9512,3 BHK,1390.0,2.0,76.45,Somwar Peth,3
9514,3 BHK,2336.5,3.0,115.89,Somwar Peth,3
9515,2 BHK,1000.0,2.0,28.88,Somwar Peth,2
9516,2 BHK,1125.0,2.0,32.5,Somwar Peth,2
9517,2 BHK,1065.0,2.0,40.47,Somwar Peth,2
9518,2 BHK,1200.0,2.0,79.0,Somwar Peth,2
9519,2 BHK,1340.0,2.0,65.0,Somwar Peth,2
9520,3 BHK,1411.0,3.0,93.15,Somwar Peth,3
9521,2 BHK,1100.0,2.0,37.0,Somwar Peth,2
9522,2 BHK,1018.0,2.0,50.8,Somwar Peth,2
9523,2 BHK,1450.0,2.0,57.0,Somwar Peth,2
9524,2 BHK,1153.0,2.0,45.0,Somwar Peth,2
9525,2 BHK,1065.0,2.0,42.59,Somwar Peth,2
9526,3 BHK,1691.2,3.0,115.0,Somwar Peth,3
9527,2 BHK,990.0,2.0,37.62,Somwar Peth,2
9529,2 BHK,1215.0,2.0,68.0,Somwar Peth,2
9530,2 BHK,1175.0,2.0,50.0,Somwar Peth,2
9532,3 BHK,1506.0,3.0,95.0,Somwar Peth,3
9533,1 BHK,552.5,1.0,13.26,Somwar Peth,1
9534,2 BHK,1045.0,2.0,42.0,Somwar Peth,2
9535,3 BHK,1573.0,3.0,98.0,Somwar Peth,3
9536,2 BHK,1000.0,2.0,28.88,Somwar Peth,2
9538,2 BHK,1075.0,2.0,52.0,Somwar Peth,2
9539,3 BHK,1819.0,3.0,100.0,Somwar Peth,3
9541,2 BHK,1190.0,2.0,50.0,Somwar Peth,2
9542,3 BHK,1575.0,3.0,80.0,Somwar Peth,3
9543,3 BHK,1450.0,2.0,67.0,Somwar Peth,3
9544,2 BHK,1175.0,2.0,70.5,Somwar Peth,2
9545,3 BHK,1820.0,3.0,85.2,Somwar Peth,3
9546,2 BHK,1010.0,2.0,52.0,Somwar Peth,2
9547,3 BHK,1689.0,3.0,103.0,Somwar Peth,3
9548,2 BHK,1021.0,2.0,76.0,Somwar Peth,2
9550,2 BHK,1415.0,2.0,60.0,Somwar Peth,2
9551,2 BHK,1299.0,2.0,97.0,Somwar Peth,2
9552,3 BHK,1182.0,2.0,60.1,Somwar Peth,3
9553,1 BHK,645.0,1.0,55.0,Somwar Peth,1
9554,2 BHK,1166.0,2.0,37.29,Somwar Peth,2
9555,2 BHK,1268.0,2.0,56.0,Somwar Peth,2
9556,2 BHK,1232.0,2.0,69.61,Somwar Peth,2
9557,4 Bedroom,2950.0,4.0,253.0,Somwar Peth,4
9559,3 BHK,1700.0,3.0,90.0,Somwar Peth,3
9560,2 BHK,1080.0,2.0,38.0,Somwar Peth,2
9561,3 BHK,1800.0,3.0,128.0,Somwar Peth,3
9562,3 BHK,1672.0,3.0,86.0,Somwar Peth,3
9563,4 Bedroom,5400.0,5.0,475.0,Somwar Peth,4
9564,2 BHK,1289.0,2.0,70.0,Somwar Peth,2
9565,2 BHK,1169.0,2.0,50.11,Somwar Peth,2
9566,2 BHK,1165.0,1.0,42.09,Somwar Peth,2
9567,2 BHK,1183.0,2.0,79.54,Somwar Peth,2
9570,2 BHK,1200.0,2.0,44.4,Somwar Peth,2
9571,2 BHK,1260.0,2.0,83.5,Somwar Peth,2
9572,3 Bedroom,1740.0,3.0,150.0,Somwar Peth,3
9573,3 BHK,1596.0,3.0,118.0,Somwar Peth,3
9574,2 BHK,1274.0,2.0,90.0,Somwar Peth,2
9575,2 BHK,1048.0,2.0,44.0,Somwar Peth,2
9576,3 BHK,1499.0,5.0,102.0,Swargate,3
9578,2 BHK,1210.0,2.0,80.9,Swargate,2
9579,2 BHK,1050.0,2.0,65.0,Swargate,2
9585,4 Bedroom,3260.0,4.0,240.0,Swargate,4
9586,3 BHK,1865.0,3.0,145.0,Swargate,3
9587,1 BHK,485.0,1.0,15.0,Swargate,1
9588,2 BHK,980.0,2.0,69.0,Swargate,2
9589,1 BHK,440.0,1.0,16.5,Swargate,1
9591,3 Bedroom,1000.0,4.0,66.0,Swargate,3
9593,3 BHK,1840.0,3.0,98.0,Swargate,3
9594,2 BHK,1455.0,2.0,145.0,Swargate,2
9595,2 BHK,1255.0,2.0,73.0,Swargate,2
9599,3 BHK,1825.0,3.0,105.0,Swargate,3
9602,2 BHK,1375.0,2.0,80.0,Swargate,2
9607,3 BHK,2000.0,3.0,200.0,Swargate,3
9608,4 Bedroom,1584.0,3.0,145.0,Swargate,4
9609,4 BHK,3595.0,6.0,360.0,Swargate,4
9611,3 BHK,1730.0,3.0,120.0,Swargate,3
9612,3 Bedroom,1200.0,3.0,165.0,Swargate,3
9614,2 BHK,1280.0,2.0,75.0,Swargate,2
9617,3 BHK,1592.0,3.0,91.0,Swargate,3
9621,3 BHK,1725.0,3.0,110.0,Swargate,3
9622,4 BHK,4640.0,4.0,600.0,Swargate,4
9624,1 BHK,654.0,1.0,37.0,Swargate,1
9625,3 BHK,1255.0,2.0,95.0,Swargate,3
9629,4 Bedroom,2396.0,4.0,325.0,Swargate,4
9633,4 BHK,2100.0,4.0,150.0,Swargate,4
9635,3 BHK,1532.5,3.0,84.29,Swargate,3
9643,4 BHK,3000.0,4.0,240.0,Swargate,4
9645,2 BHK,1199.0,2.0,85.0,Swargate,2
9647,2 BHK,1210.0,2.0,75.0,Swargate,2
9649,3 BHK,2000.0,4.0,138.0,Swargate,3
9652,1 Bedroom,620.0,2.0,48.0,Swargate,1
9654,2 Bedroom,1200.0,1.0,81.0,Swargate,2
9656,1 Bedroom,520.0,2.0,29.0,Swargate,1
9657,3 BHK,1872.0,3.0,152.0,Swargate,3
9658,1 BHK,418.0,2.0,11.5,Swargate,1
9660,3 BHK,1620.0,3.0,95.0,Swargate,3
9661,3 BHK,1262.0,2.0,83.0,Swargate,3
9662,3 Bedroom,1200.0,2.0,66.0,Swargate,3
9667,2 BHK,1200.0,2.0,72.0,Swargate,2
9668,2 Bedroom,600.0,2.0,65.0,Swargate,2
9669,1 BHK,470.0,1.0,21.0,Swargate,1
9670,3 BHK,1607.0,2.0,112.0,Swargate,3
9673,1 BHK,630.0,1.0,46.0,Swargate,1
9676,2 Bedroom,1200.0,2.0,70.0,Swargate,2
9677,3 BHK,1491.0,3.0,85.0,Swargate,3
9679,5 Bedroom,2350.0,5.0,325.0,Swargate,5
9682,3 BHK,1880.0,4.0,110.0,Swargate,3
9684,1 BHK,1200.0,2.0,66.0,Swargate,1
9685,1 Bedroom,410.0,1.0,48.0,Swargate,1
9686,3 BHK,1920.0,3.0,150.0,Swargate,3
9690,3 BHK,1843.0,3.0,95.0,Swargate,3
9691,3 BHK,1991.0,4.0,100.0,Swargate,3
9692,2 BHK,1274.0,2.0,90.0,Swargate,2
9693,3 BHK,1390.0,2.0,69.49,Swargate,3
9694,3 BHK,1750.0,3.0,100.0,Swargate,3
9695,1 BHK,525.0,1.0,26.0,Swargate,1
9696,3 BHK,1150.0,3.0,65.0,Swargate,3
9698,3 BHK,1710.0,3.0,110.0,Swargate,3
9699,9 BHK,4600.0,9.0,150.0,Swargate,9
9701,6 Bedroom,3000.0,7.0,210.0,Tilak Road,6
9702,3 BHK,1700.0,3.0,155.0,Tilak Road,3
9703,4 Bedroom,4111.0,4.0,250.0,Tilak Road,4
9704,3 BHK,1490.0,3.0,84.0,Tilak Road,3
9705,2 BHK,1132.5,2.0,48.13,Tilak Road,2
9706,2 BHK,1142.0,2.0,70.0,Tilak Road,2
9709,2 BHK,1050.0,2.0,42.0,Tilak Road,2
9711,3 BHK,1614.0,3.0,95.0,Tilak Road,3
9712,2 BHK,1258.0,2.0,63.53,Tilak Road,2
9713,2 BHK,1200.0,2.0,53.0,Tilak Road,2
9715,3 BHK,1870.0,3.0,110.0,Tilak Road,3
9716,2 BHK,1128.0,2.0,64.0,Tilak Road,2
9717,2 Bedroom,800.0,1.0,50.0,Tilak Road,2
9718,2 BHK,1250.0,2.0,60.0,Tilak Road,2
9719,4 Bedroom,1200.0,4.0,75.0,Tilak Road,4
9721,3 BHK,1300.0,3.0,65.0,Tilak Road,3
9722,2 BHK,1055.0,2.0,45.35,Tilak Road,2
9723,2 BHK,1165.0,2.0,75.0,Tilak Road,2
9724,2 BHK,1065.0,2.0,42.6,Tilak Road,2
9725,3 BHK,2800.0,3.0,250.0,Tilak Road,3
9726,2 BHK,1280.0,2.0,60.0,Tilak Road,2
9727,2 BHK,1020.07,2.0,68.38,Tilak Road,2
9728,3 BHK,1785.0,3.0,94.0,Tilak Road,3
9729,2 BHK,1050.0,2.0,48.0,Tilak Road,2
9730,3 Bedroom,3500.0,5.0,275.0,Tilak Road,3
9731,4 Bedroom,1200.0,4.0,125.0,Tilak Road,4
9732,1 BHK,703.0,1.0,52.0,Tilak Road,1
9733,4 Bedroom,4818.0,4.0,390.0,Tilak Road,4
9734,2 BHK,1050.0,2.0,45.0,Tilak Road,2
9735,2 BHK,1070.0,2.0,60.0,Tilak Road,2
9736,4 BHK,2062.0,3.0,140.0,Tilak Road,4
9737,2 BHK,1222.0,2.0,112.0,Tilak Road,2
9738,2 BHK,1070.0,2.0,43.0,Tilak Road,2
9740,3 BHK,1900.0,3.0,150.0,Tilak Road,3
9741,2 BHK,1346.0,2.0,71.32,Tilak Road,2
9742,2 BHK,1000.0,2.0,41.0,Tilak Road,2
9743,2 BHK,1108.0,2.0,87.0,Tilak Road,2
9744,3 BHK,1388.0,3.0,69.99,Tilak Road,3
9745,1 BHK,810.0,1.0,21.0,Tilak Road,1
9746,2 BHK,795.0,2.0,32.0,Tilak Road,2
9747,4 Bedroom,1440.0,4.0,88.0,Tilak Road,4
9748,2 BHK,1170.0,2.0,33.0,Tilak Road,2
9749,1 BHK,680.0,1.0,46.0,Tilak Road,1
9752,8 Bedroom,3600.0,6.0,145.0,Tilak Road,8
9753,2 BHK,1255.0,2.0,55.5,Tilak Road,2
9755,2 BHK,1060.0,2.0,37.0,Tilak Road,2
9756,2 BHK,1115.0,2.0,50.0,Tilak Road,2
9757,2 BHK,1375.0,2.0,58.0,Tilak Road,2
9760,3 BHK,2145.0,3.0,165.0,Tilak Road,3
9761,2 BHK,1155.0,2.0,50.125,Tilak Road,2
9762,2 BHK,1280.0,2.0,90.0,Tilak Road,2
9763,2 BHK,1180.0,2.0,41.3,Tilak Road,2
9764,2 BHK,1210.0,2.0,77.0,Tilak Road,2
9765,4 BHK,1200.0,3.0,110.0,Tilak Road,4
9766,2 BHK,1100.0,2.0,44.0,Tilak Road,2
9767,3 BHK,1614.0,3.0,93.0,Tilak Road,3
9768,3 BHK,1400.0,2.0,78.0,Tilak Road,3
9769,3 Bedroom,1200.0,3.0,98.0,Tilak Road,3
9771,2 BHK,1151.0,2.0,43.6,Tilak Road,2
9773,2 BHK,1165.0,2.0,88.5,Tilak Road,2
9774,4 BHK,2900.0,4.0,240.0,Tilak Road,4
9775,2 BHK,905.0,2.0,50.0,Tilak Road,2
9776,3 Bedroom,2400.0,4.0,130.0,Tilak Road,3
9777,2 BHK,1072.0,2.0,42.87,Tilak Road,2
9778,2 Bedroom,680.0,3.0,60.0,Tilak Road,2
9779,2 BHK,1424.0,2.0,80.0,Tilak Road,2
9780,2 BHK,810.0,2.0,25.5,Tilak Road,2
9781,3 BHK,2020.0,3.0,160.0,Tilak Road,3
9782,2 BHK,1190.0,2.0,64.0,Tilak Road,2
9783,2 BHK,1174.0,2.0,74.0,Tilak Road,2
9784,2 BHK,1040.0,2.0,78.0,Tilak Road,2
9785,2 BHK,1334.0,2.0,62.0,Tilak Road,2
9786,3 Bedroom,2400.0,4.0,240.0,Tilak Road,3
9787,3 BHK,1623.0,3.0,89.0,Tilak Road,3
9788,2 Bedroom,1200.0,2.0,36.1,Tilak Road,2
9789,2 BHK,2000.0,2.0,75.0,Tilak Road,2
9790,2 BHK,1222.0,2.0,48.0,Tilak Road,2
9791,1 BHK,660.0,1.0,35.0,Tilak Road,1
9792,2 BHK,1225.0,2.0,37.0,Tilak Road,2
9793,2 BHK,1200.0,2.0,85.0,Tilak Road,2
9795,3 BHK,1600.0,3.0,100.0,Tilak Road,3
9796,2 BHK,1255.0,2.0,52.35,Tilak Road,2
9797,1 BHK,740.0,1.0,23.65,Tilak Road,1
9798,3 BHK,1335.0,2.0,73.43,Tilak Road,3
9800,2 Bedroom,1350.0,2.0,90.0,Tilak Road,2
9801,2 BHK,1032.0,2.0,31.99,Tilak Road,2
9802,3 Bedroom,1500.0,5.0,95.0,Tilak Road,3
9803,2 BHK,1138.0,2.0,32.0,Tilak Road,2
9804,2 BHK,1377.0,2.0,80.0,Tilak Road,2
9805,3 BHK,1790.0,3.0,105.0,Tilak Road,3
9806,2 BHK,1317.0,2.0,52.0,Tilak Road,2
9807,3 BHK,1510.0,3.0,78.0,Tilak Road,3
9808,2 BHK,955.0,2.0,37.97,Tilak Road,2
9809,2 BHK,1052.0,2.0,34.72,Tilak Road,2
9810,3 BHK,2250.0,3.0,180.0,Tilak Road,3
9812,3 BHK,1350.0,3.0,80.99,Tilak Road,3
9813,2 BHK,1200.0,2.0,70.0,Tilak Road,2
9815,3 BHK,2144.0,3.0,145.0,Uruli Devachi,3
9818,2 Bedroom,1440.0,2.0,95.0,Uruli Devachi,2
9821,2 BHK,1039.0,2.0,80.0,Uruli Devachi,2
9823,3 Bedroom,1500.0,3.0,130.0,Uruli Devachi,3
9824,2 BHK,1363.0,2.0,68.0,Uruli Devachi,2
9825,2 BHK,910.0,2.0,42.0,Uruli Devachi,2
9826,2 Bedroom,680.0,2.0,42.0,Uruli Devachi,2
9827,1 BHK,765.0,2.0,30.0,Uruli Devachi,1
9828,4 Bedroom,1700.0,4.0,152.0,Uruli Devachi,4
9829,2 BHK,1268.0,2.0,73.0,Uruli Devachi,2
9831,2 BHK,1304.0,2.0,79.0,Uruli Devachi,2
9832,1 BHK,760.0,1.0,50.3,Uruli Devachi,1
9833,2 BHK,1274.0,2.0,70.0,Uruli Devachi,2
9834,3 BHK,1340.0,3.0,90.0,Uruli Devachi,3
9835,3 BHK,1703.0,3.0,113.0,Uruli Devachi,3
9836,3 BHK,1750.0,3.0,110.0,Uruli Devachi,3
9839,2 BHK,1495.0,2.0,79.5,Uruli Devachi,2
9841,3 BHK,1500.0,3.0,102.0,Uruli Devachi,3
9844,2 BHK,1350.0,2.0,86.0,Uruli Devachi,2
9845,3 BHK,1532.0,3.0,115.0,Uruli Devachi,3
9846,3 BHK,1874.0,4.0,130.0,Uruli Devachi,3
9848,4 BHK,3000.0,5.0,270.0,Uruli Devachi,4
9849,4 Bedroom,1280.0,4.0,115.0,Uruli Devachi,4
9853,2 BHK,1197.0,2.0,79.0,Uruli Devachi,2
9855,1 RK,905.0,1.0,52.0,Uruli Devachi,1
9856,2 BHK,1060.0,2.0,65.0,Uruli Devachi,2
9859,2 BHK,1278.0,2.0,90.0,Uruli Devachi,2
9860,2 BHK,1224.0,2.0,70.0,Uruli Devachi,2
9861,5 BHK,3930.0,7.0,329.0,Uruli Devachi,5
9862,2 BHK,883.0,2.0,50.0,Uruli Devachi,2
9863,2 BHK,1191.0,2.0,90.0,Uruli Devachi,2
9864,2 BHK,1245.0,2.0,62.0,Uruli Devachi,2
9865,2 BHK,1047.0,2.0,91.0,Uruli Devachi,2
9866,3 BHK,1600.0,3.0,95.0,Uruli Devachi,3
9868,2 BHK,1013.0,2.0,51.0,Uruli Devachi,2
9869,3 BHK,900.0,2.0,65.0,Uruli Devachi,3
9870,3 BHK,1693.0,3.0,125.0,Uruli Devachi,3
9871,3 BHK,1639.0,3.0,129.0,Uruli Devachi,3
9872,2 BHK,1245.0,2.0,100.0,Uruli Devachi,2
9873,2 BHK,1050.0,2.0,55.0,Uruli Devachi,2
9875,3 BHK,1417.0,2.0,76.0,Uruli Devachi,3
9878,2 BHK,1149.0,2.0,65.0,Uruli Devachi,2
9881,2 BHK,1060.0,2.0,50.0,Uruli Devachi,2
9882,2 BHK,1280.0,2.0,61.0,Uruli Devachi,2
9885,1 BHK,560.0,1.0,21.0,Uruli Devachi,1
9886,1 BHK,500.0,1.0,16.0,Uruli Devachi,1
9889,2 BHK,1155.0,2.0,65.0,Uruli Devachi,2
9891,2 BHK,1130.0,2.0,63.0,Uruli Devachi,2
9892,2 BHK,1140.0,2.0,65.0,Uruli Devachi,2
9895,4 BHK,3628.0,4.0,246.0,Uruli Devachi,4
9898,2 BHK,1025.0,2.0,60.0,Uruli Devachi,2
9899,2 BHK,1155.0,2.0,69.0,Uruli Devachi,2
9900,3 BHK,1981.0,3.0,134.0,Uruli Devachi,3
9901,3 BHK,1920.0,4.0,121.0,Uruli Devachi,3
9904,3 BHK,2000.0,3.0,125.0,Uruli Devachi,3
9905,3 BHK,2050.0,3.0,135.0,Uruli Devachi,3
9906,2 BHK,1056.0,2.0,70.0,Uruli Devachi,2
9907,2 BHK,700.0,2.0,36.0,Uruli Devachi,2
9908,3 BHK,1920.0,3.0,134.0,Uruli Devachi,3
9910,4 Bedroom,4800.0,5.0,350.0,Uruli Devachi,4
9915,2 BHK,1125.0,2.0,75.0,Uruli Devachi,2
9916,2 BHK,1195.0,2.0,75.0,Uruli Devachi,2
9917,2 BHK,1305.0,2.0,90.0,Uruli Devachi,2
9918,1 BHK,747.0,1.0,27.0,Uruli Devachi,1
9921,3 BHK,1717.0,3.0,125.0,Uruli Devachi,3
9923,2 BHK,1100.0,2.0,64.08,Uruli Devachi,2
9924,2 BHK,1175.0,2.0,65.0,Uruli Devachi,2
9926,3 BHK,1704.0,3.0,110.0,Vadgaon Budruk,3
9928,3 BHK,1600.0,2.0,108.0,Vadgaon Budruk,3
9930,3 BHK,1550.0,3.0,100.0,Vadgaon Budruk,3
9931,4 Bedroom,2760.0,4.0,155.0,Vadgaon Budruk,4
9932,3 Bedroom,1500.0,2.0,95.0,Vadgaon Budruk,3
9933,3 BHK,2169.0,4.0,115.0,Vadgaon Budruk,3
9937,2 BHK,1297.0,2.0,112.0,Vadgaon Budruk,2
9939,4 BHK,2422.0,4.0,160.0,Vadgaon Budruk,4
9940,3 BHK,1429.0,3.0,86.0,Vadgaon Budruk,3
9942,3 BHK,1521.0,3.0,94.99,Vadgaon Budruk,3
9943,3 Bedroom,1200.0,2.0,66.0,Vadgaon Budruk,3
9944,3 BHK,1500.0,3.0,88.0,Vadgaon Budruk,3
9946,4 BHK,4850.0,6.0,385.0,Vadgaon Budruk,4
9951,3 BHK,1610.0,3.0,92.0,Vadgaon Budruk,3
9954,3 BHK,1610.0,2.0,115.0,Vadgaon Budruk,3
9955,3 BHK,1460.0,2.0,73.0,Vadgaon Budruk,3
9956,3 BHK,1460.0,3.0,71.0,Vadgaon Budruk,3
9957,3 BHK,1664.0,2.0,93.865,Vadgaon Budruk,3
9958,2 BHK,1327.0,2.0,85.0,Vadgaon Budruk,2
9959,4 BHK,3785.0,6.0,280.0,Vadgaon Budruk,4
9961,3 BHK,1559.0,3.0,127.0,Vadgaon Budruk,3
9964,1 BHK,656.0,1.0,53.0,Vadgaon Budruk,1
9965,3 BHK,1385.0,2.0,76.18,Vadgaon Budruk,3
9969,2 BHK,1046.0,2.0,75.0,Vadgaon Budruk,2
9975,2 BHK,1025.0,2.0,66.0,Vadgaon Budruk,2
9977,1 BHK,630.5,1.0,32.15,Vadgaon Budruk,1
9980,6 Bedroom,3600.0,6.0,303.0,Vadgaon Budruk,6
9983,2 BHK,1200.0,2.0,80.0,Vadgaon Budruk,2
9985,1 BHK,720.0,1.0,60.0,Vadgaon Budruk,1
9988,3 BHK,1230.0,3.0,60.0,Vadgaon Budruk,3
9989,3 BHK,1685.0,3.0,135.0,Vadgaon Budruk,3
9991,3 BHK,1350.0,3.0,75.0,Vadgaon Budruk,3
9993,3 BHK,1492.0,3.0,88.0,Vadgaon Budruk,3
9996,3 BHK,1745.0,2.0,98.485,Vadgaon Budruk,3
10002,3 BHK,1420.0,3.0,68.0,Vadgaon Budruk,3
10004,3 BHK,1837.0,3.0,142.0,Vadgaon Budruk,3
10005,6 BHK,3900.0,6.0,260.0,Vadgaon Budruk,6
10008,3 BHK,1603.0,2.0,125.0,Vadgaon Budruk,3
10010,3 BHK,1430.0,3.0,70.0,Vadgaon Budruk,3
10013,6 Bedroom,4000.0,6.0,230.0,Vadgaon Budruk,6
10015,1 BHK,840.0,1.0,57.0,Vadgaon Budruk,1
10016,1 BHK,581.0,1.0,29.0,Vadgaon Budruk,1
10017,3 BHK,1940.0,4.0,116.0,Vadgaon Budruk,3
10018,2 BHK,1335.0,2.0,95.0,Vadgaon Budruk,2
10019,4 BHK,3019.0,6.0,190.0,Vadgaon Budruk,4
10026,2 BHK,1420.0,2.0,99.26,Vadgaon Budruk,2
10029,2 BHK,1342.0,2.0,90.0,Vadgaon Budruk,2
10031,3 BHK,1442.0,3.0,80.0,Vadgaon Budruk,3
10035,3 BHK,1984.0,4.0,148.0,Vadgaon Budruk,3
10036,3 BHK,1760.0,3.0,139.0,Vadgaon Budruk,3
10037,1 BHK,1075.0,2.0,52.57,Vadgaon Budruk,1
10038,3 BHK,1420.0,2.0,100.0,Viman Nagar,3
10039,1 BHK,451.0,1.0,29.9,Viman Nagar,1
10042,3 BHK,1702.0,3.0,130.0,Viman Nagar,3
10044,4 Bedroom,3206.0,5.0,270.0,Viman Nagar,4
10045,2 BHK,1050.0,2.0,55.5,Viman Nagar,2
10047,2 BHK,1408.0,2.0,85.0,Viman Nagar,2
10048,2 BHK,1132.0,2.0,67.0,Viman Nagar,2
10051,3 Bedroom,2400.0,3.0,160.0,Viman Nagar,3
10054,2 BHK,955.0,2.0,53.55,Viman Nagar,2
10056,3 BHK,1240.0,2.0,84.0,Viman Nagar,3
10057,3 BHK,1752.12,3.0,116.0,Viman Nagar,3
10060,3 BHK,1626.0,2.0,120.0,Viman Nagar,3
10064,2 Bedroom,1200.0,2.0,66.0,Viman Nagar,2
10070,3 BHK,1750.0,3.0,150.0,Viman Nagar,3
10071,3 BHK,1890.0,3.0,162.0,Viman Nagar,3
10074,4 BHK,4500.0,5.0,400.0,Viman Nagar,4
10077,1 BHK,640.0,1.0,20.5,Viman Nagar,1
10078,4 BHK,2422.0,3.0,150.0,Viman Nagar,4
10079,3 BHK,1749.0,3.0,117.0,Viman Nagar,3
10080,3 BHK,1610.0,3.0,84.53,Viman Nagar,3
10081,2 BHK,1100.0,2.0,85.0,Viman Nagar,2
10082,3 Bedroom,1200.0,3.0,96.25,Viman Nagar,3
10083,3 BHK,1800.0,3.0,88.0,Viman Nagar,3
10085,3 BHK,1200.0,2.0,69.0,Viman Nagar,3
10087,2 BHK,1312.0,2.0,69.0,Viman Nagar,2
10090,3 BHK,1680.0,3.0,105.0,Viman Nagar,3
10091,3 BHK,2990.0,5.0,210.0,Viman Nagar,3
10093,3 BHK,1539.0,3.0,85.0,Viman Nagar,3
10094,1 BHK,480.0,1.0,25.0,Viman Nagar,1
10096,2 Bedroom,1200.0,2.0,76.0,Viman Nagar,2
10097,2 BHK,1200.0,2.0,62.5,Viman Nagar,2
10098,3 BHK,1711.0,3.0,110.0,Viman Nagar,3
10100,3 BHK,2075.0,3.0,175.0,Viman Nagar,3
10102,3 BHK,1859.0,3.0,121.0,Viman Nagar,3
10103,3 BHK,1610.0,3.0,80.48,Viman Nagar,3
10104,2 BHK,1010.0,2.0,55.0,Viman Nagar,2
10105,3 BHK,1847.0,3.0,123.0,Viman Nagar,3
10106,4 BHK,2439.0,4.0,185.0,Viman Nagar,4
10111,3 BHK,1530.0,2.0,74.4,Viman Nagar,3
10113,3 BHK,1293.0,2.0,80.0,Viman Nagar,3
10114,3 BHK,1720.0,2.0,130.0,Viman Nagar,3
10115,3 BHK,1550.0,2.0,98.0,Viman Nagar,3
10118,2 BHK,940.0,2.0,48.0,Viman Nagar,2
10121,2 Bedroom,1200.0,1.0,70.0,Viman Nagar,2
10123,2 BHK,1293.0,2.0,80.0,Viman Nagar,2
10124,3 BHK,1884.0,4.0,118.0,Viman Nagar,3
10127,3 BHK,1732.0,3.0,112.0,Viman Nagar,3
10129,2 BHK,1035.0,2.0,52.79,Viman Nagar,2
10130,3 BHK,1255.0,3.0,77.68,Viman Nagar,3
10131,3 Bedroom,900.0,3.0,75.0,Viman Nagar,3
10133,4 Bedroom,3453.0,4.0,247.0,Viman Nagar,4
10134,3 BHK,1588.0,2.0,90.0,Viman Nagar,3
10135,3 BHK,1460.0,2.0,90.0,Viman Nagar,3
10136,2 BHK,1309.0,2.0,82.0,Viman Nagar,2
10137,2 BHK,1329.0,2.0,107.0,Viman Nagar,2
10138,1 BHK,750.0,1.0,47.0,Viman Nagar,1
10140,2 BHK,1169.0,2.0,64.08,Viman Nagar,2
10141,3 BHK,1610.0,2.0,119.0,Viman Nagar,3
10142,1 BHK,663.0,1.0,32.82,Viman Nagar,1
10143,3 BHK,1820.0,3.0,95.5,Viman Nagar,3
10144,2 BHK,1231.0,2.0,84.5,Viman Nagar,2
10145,3 BHK,1738.0,3.0,110.0,Viman Nagar,3
10147,1 BHK,540.0,1.0,22.5,Viman Nagar,1
10150,2 BHK,1000.0,2.0,70.0,Vishrant Wadi,2
10152,3 BHK,1800.0,3.0,95.0,Vishrant Wadi,3
10153,4 Bedroom,4144.0,4.0,315.0,Vishrant Wadi,4
10154,2 BHK,775.0,2.0,55.0,Vishrant Wadi,2
10155,2 BHK,1567.0,2.0,92.0,Vishrant Wadi,2
10157,3 BHK,3235.0,3.0,235.0,Vishrant Wadi,3
10160,2 BHK,1100.0,2.0,62.7,Vishrant Wadi,2
10161,2 BHK,1012.0,2.0,66.5,Vishrant Wadi,2
10162,3 BHK,1469.0,3.0,89.0,Vishrant Wadi,3
10166,3 BHK,2900.0,4.0,240.0,Vishrant Wadi,3
10169,3 BHK,1245.0,2.0,68.0,Vishrant Wadi,3
10172,1 BHK,700.0,1.0,30.09,Vishrant Wadi,1
10177,1 Bedroom,461.82,1.0,31.7,Vishrant Wadi,1
10178,4 Bedroom,4051.0,4.0,345.0,Vishrant Wadi,4
10181,5 BHK,3300.0,3.0,250.0,Vishrant Wadi,5
10183,1 BHK,650.0,1.0,30.0,Vishrant Wadi,1
10190,2 BHK,1220.0,2.0,68.0,Vishrant Wadi,2
